,country,article_name,revision_id,article_quality_est.,population
179,Egypt,Mustafa El-Rifai,773751017.0,Start,100803000
180,Egypt,Abdel Hakim Amer,774467673.0,C,100803000
181,Egypt,Ibrahim Munir Mustafa,774472166.0,C,100803000
182,Egypt,Mohamed Sherif Pasha,777595254.0,Start,100803000
183,Egypt,Aly Maher Pasha,777702366.0,Stub,100803000
184,Egypt,Atef Sedky,777704347.0,Start,100803000
185,Egypt,Amani Asfour,779428183.0,Start,100803000
186,Egypt,Aisha Rateb,779819055.0,C,100803000
187,Egypt,Hassan al-Hudaybi,780427389.0,C,100803000
188,Egypt,Abdelfattah al-Banna,780493806.0,Stub,100803000
189,Egypt,Ahmed Naguib el-Hilaly,782105531.0,Start,100803000
190,Egypt,Mahmoud Abo El-Nasr,782988569.0,Start,100803000
191,Egypt,Mohamed Fawzi (general),783760275.0,C,100803000
192,Egypt,Mahmoud Abdel Rahman Fahmy,784503020.0,Start,100803000
193,Egypt,Hafez Abu Seada,785327208.0,Start,100803000
194,Egypt,Mohamed Ismail,786115968.0,C,100803000
195,Egypt,Hassan Ibrahim,786745161.0,Start,100803000
196,Egypt,Ma'mun al-Hudaybi,786991557.0,Stub,100803000
197,Egypt,Abdel Latif Boghdadi (politician),787386105.0,GA,100803000
198,Egypt,Abdel Moneim Amin,787386310.0,Stub,100803000
199,Egypt,Abu Al-Izz Al-Hariri,787460680.0,Stub,100803000
200,Egypt,Ahmed El-Leithy,787913632.0,Stub,100803000
201,Egypt,Ahmed Zaki Badreldin,787919367.0,Start,100803000
202,Egypt,Ahmed El Maghrabi,788271050.0,Start,100803000
203,Egypt,Mahmoud Mekki,788461897.0,C,100803000
204,Egypt,Mansour Hassan,788463189.0,Start,100803000
205,Egypt,Sherif Kamal Shahine,788538311.0,Stub,100803000
206,Egypt,Tarek al-Zumar,788556635.0,Stub,100803000
207,Egypt,Adel Abdel-Hamid,788963873.0,Stub,100803000
208,Egypt,Hussein Serry Pasha,789081956.0,Stub,100803000
209,Egypt,Ibrahim Abdel Hady Pasha,789082303.0,Stub,100803000
210,Egypt,Mamdouh Salem,789082718.0,Stub,100803000
211,Egypt,Rawya Ateya,790526524.0,C,100803000
212,Egypt,Mustafa Khalil,791507333.0,Start,100803000
213,Egypt,Suzanne Mubarak,792037116.0,GA,100803000
214,Egypt,Ahmed Zeiwar Pasha,792780958.0,Stub,100803000
215,Egypt,Sameh Shoukry,793707954.0,Start,100803000
216,Egypt,List of heads of state of Egypt,793838540.0,Start,100803000
217,Egypt,Ziad Bahaa-Eldin,793963147.0,Start,100803000
218,Egypt,Shadi Taha,794712699.0,Start,100803000
219,Egypt,Inji Aflatoun,795000966.0,C,100803000
220,Egypt,Omar Sharaf,795726468.0,FA,100803000
221,Egypt,List of Presidents of Egypt by time in office,795799070.0,Stub,100803000
222,Egypt,Adel Labib,795958655.0,Stub,100803000
223,Egypt,Ibrahim Mahlab,796090115.0,Start,100803000
224,Egypt,Gameela Ismail,796116453.0,C,100803000
225,Egypt,Shawar of Egypt,796215075.0,Start,100803000
226,Egypt,Ahmed Gamal El Din,796606969.0,C,100803000
227,Egypt,Abdel Moneim El Shahat,796929618.0,Stub,100803000
228,Egypt,Aly Lotfy Mahmoud,796954945.0,Stub,100803000
229,Egypt,Ahmad Fuad Mohieddin,796973935.0,Stub,100803000
230,Egypt,Bassem Ouda,797040401.0,Start,100803000
231,Egypt,First Lady of Egypt,797479352.0,Stub,100803000
232,Egypt,Mohamed Said Pasha,797632929.0,Stub,100803000
233,Egypt,Hazem Salah Abu Ismail,797822421.0,Start,100803000
234,Egypt,Mustafa Mansour,797939054.0,Start,100803000
235,Egypt,Kamal el-Din Hussein,798490704.0,Start,100803000
236,Egypt,Mohamed Mansour (businessman),799022387.0,Start,100803000
237,Egypt,Mohamed Soudan,799022586.0,C,100803000
238,Egypt,Nabil Elaraby,799071966.0,C,100803000
239,Egypt,Youssef Zulficar Pasha,799236302.0,C,100803000
240,Egypt,Nasser al-Hafi,799976520.0,Stub,100803000
241,Egypt,Mostafa Alnagar,800203594.0,C,100803000
242,Egypt,Maged A. Abdelaziz,800291943.0,Stub,100803000
243,Egypt,Safiya Zaghloul,800578412.0,Start,100803000
244,Egypt,Mahmoud El Nokrashy Pasha,800640676.0,Start,100803000
245,Egypt,Adly Mansour,800657898.0,C,100803000
246,Egypt,Nawal El Saadawi,800663044.0,C,100803000
247,Egypt,Mahmoud Fawzi,800754887.0,Start,100803000
248,Egypt,Fouad Serageddin,800800878.0,Start,100803000
249,Egypt,Muhammad Husayn Haykal,800959966.0,Start,100803000
250,Egypt,Al-Fa'iz bi-Nasr Allah,800967250.0,Stub,100803000
251,Egypt,Abdel Khalek Sarwat Pasha,801235112.0,Stub,100803000
252,Egypt,Adly Yakan Pasha,801235162.0,Stub,100803000
253,Egypt,Hussein Roshdy Pasha,801235222.0,Stub,100803000
254,Egypt,Fakhri 'Abd al-Nur,801629851.0,Stub,100803000
255,Egypt,Makram Ebeid,801631053.0,Start,100803000
256,Egypt,Eva Habil,801632430.0,Stub,100803000
257,Egypt,Georgette Kellini,801633022.0,Stub,100803000
258,Egypt,Laila Takla,801634105.0,Start,100803000
259,Egypt,Moheb Stino,801634338.0,Stub,100803000
260,Egypt,Mounir Fakhry Abdel Nour,801635822.0,Start,100803000
261,Egypt,Mohammad Farid,801724087.0,Start,100803000
262,Egypt,Ahmad Mazlum,801731274.0,Stub,100803000
263,Egypt,Jehan Sadat,801883534.0,C,100803000
264,Egypt,Muhammad Hamid Abu al-Nasr,801983965.0,Stub,100803000
265,Egypt,Moataz Abdel-Fattah,802090659.0,Start,100803000
266,Egypt,Wahid Abdel Meguid,802090661.0,Start,100803000
267,Egypt,Bahaa El-Din Abu Shoka,802090665.0,Start,100803000
268,Egypt,Mohammad Salim Al-Awa,802090668.0,Stub,100803000
269,Egypt,Khaled Azhari,802090671.0,Start,100803000
270,Egypt,El-Sayyid el-Badawi,802090674.0,Stub,100803000
271,Egypt,Mohamed Beltagy,802090676.0,Start,100803000
272,Egypt,Mohammed Ali Beshr,802090680.0,Start,100803000
273,Egypt,Essam el-Erian,802090683.0,Start,100803000
274,Egypt,Farouk Gouida,802090686.0,Stub,100803000
275,Egypt,Saad El-Katatni,802090692.0,C,100803000
276,Egypt,Abou Elela Mady,802090695.0,Stub,100803000
277,Egypt,Younes Makhioun,802090700.0,Start,100803000
278,Egypt,Mohamed El-Sawy,802090709.0,Stub,100803000
279,Egypt,Manar El-Shorbagy,802090711.0,Stub,100803000
280,Egypt,Osama Yassin,802090719.0,Start,100803000
281,Egypt,Mamdouh Shahin,802090766.0,Stub,100803000
282,Egypt,Timeline of the Egyptian Crisis under Mohamed Morsi,802091005.0,GA,100803000
283,Egypt,Mohamed Abou El-Ghar,802091021.0,Stub,100803000
284,Egypt,Zakaria Azmi,802091037.0,Stub,100803000
285,Egypt,Maher El-Beheiry,802091062.0,Stub,100803000
286,Egypt,Mansour el-Essawy,802091102.0,Start,100803000
287,Egypt,Rafik Habib,802091126.0,Start,100803000
288,Egypt,Amr Hamzawy,802091130.0,C,100803000
289,Egypt,Bothaina Kamel,802091158.0,Start,100803000
290,Egypt,Haitham Mohamedain,802091196.0,Start,100803000
291,Egypt,Sameh Naguib,802091230.0,Start,100803000
292,Egypt,Ayman Nour,802091238.0,C,100803000
293,Egypt,Samir Radwan,802091248.0,Start,100803000
294,Egypt,Hala Shukrallah,802091322.0,Stub,100803000
295,Egypt,Subhi Saleh,802091327.0,Stub,100803000
296,Egypt,Omar Suleiman,802091334.0,B,100803000
297,Egypt,Farouk Sultan,802091337.0,Stub,100803000
298,Egypt,Mahmoud Wagdy,802091340.0,Stub,100803000
299,Egypt,Mohammed Mahdi Akef,802205975.0,C,100803000
300,Egypt,Mahmoud Samy El Baroudy,802441493.0,Stub,100803000
301,Egypt,Yasser Shamsaldin Mohamad,802496070.0,C,100803000
302,Egypt,Nur al-Din Kahala,802670925.0,Stub,100803000
303,Egypt,Ahmed Shafik,802672219.0,C,100803000
304,Egypt,Akhnoukh Fanous,802718005.0,Start,100803000
305,Egypt,Yousef Wali,803119591.0,Start,100803000
306,Egypt,Zakaria Mohieddin,803225667.0,C,100803000
307,Egypt,Ahmad Mahir Pasha,803476894.0,Stub,100803000
308,Egypt,Ahmed El-Zend,803517166.0,Stub,100803000
309,Egypt,2013 Egyptian coup d'état,803566873.0,B,100803000
310,Egypt,Ahmed Gamal El Segini,803826668.0,Start,100803000
311,Egypt,Ester Fanous,803910324.0,Start,100803000
312,Egypt,President of Egypt,804069247.0,C,100803000
313,Egypt,Anwar Sadat,804113674.0,FA,100803000
314,Egypt,Ali Sabri,804347277.0,Start,100803000
315,Egypt,Hamdeen Sabahi,804394080.0,C,100803000
316,Egypt,Abdel Hamid al-Sarraj,804431358.0,GA,100803000
317,Egypt,Bahey El Din Barakat Pasha,804446108.0,Start,100803000
318,Egypt,Abdel Moneim Aboul Fotouh,804452679.0,C,100803000
319,Egypt,Khaled Ali,804452902.0,FA,100803000
320,Egypt,Ashraf El-Shihy,804502345.0,C,100803000
321,Egypt,Moushira Khattab,804677238.0,C,100803000
322,Egypt,Gawdat al-Malt,804928298.0,Stub,100803000
323,Egypt,Osama El-Baz,804930404.0,Start,100803000
324,Egypt,Hosni Mubarak,805037992.0,FA,100803000
325,Egypt,Doria Shafik,805186352.0,C,100803000
326,Egypt,George Isaac (politician),805199785.0,Start,100803000
327,Egypt,Muhammad Ibrahim Kamel,805359485.0,Stub,100803000
328,Egypt,Mohammed Badie,805749818.0,C,100803000
329,Egypt,Mohamed Tawfik Naseem Pasha,805782037.0,Stub,100803000
330,Egypt,Hassan al-Banna,805797802.0,C,100803000
331,Egypt,Gamal Abdel Nasser,805918753.0,FA,100803000
332,Egypt,Amin Iskander,805930229.0,Start,100803000
333,Egypt,Sayyid Qutb,805952910.0,B,100803000
334,Egypt,Mohamed Morsi,806365281.0,B,100803000
335,Egypt,List of Presidents of Egypt,806372528.0,Start,100803000
336,Egypt,Vice-President of Egypt,806377438.0,Start,100803000
337,Egypt,Mahmoud Abouelleil,806425332.0,C,100803000
338,Egypt,Boutros Ghali,806544076.0,C,100803000
339,Egypt,Abdel Fattah el-Sisi,806779104.0,FA,100803000
340,Egypt,Naglaa Mahmoud,806807487.0,Stub,100803000
341,Egypt,Abbud Pasha,807107456.0,Stub,100803000
342,Egypt,Mohamed Hussein Tantawi,807163792.0,C,100803000
343,Egypt,Amr Moussa,807186627.0,C,100803000
344,Egypt,Anas el-Fiqqi,807229980.0,Stub,100803000
345,Egypt,Hillel Schwartz,807322896.0,Stub,100803000
346,Egypt,Amr Ali (youth leader),807407242.0,Stub,100803000
347,Egypt,Mohammed Adel (youth leader),807407556.0,Start,100803000
348,Egypt,Ahmed Maher (youth leader),807407729.0,C,100803000
349,Egypt,Saba Habachy,807450050.0,Start,100803000
350,Libya,Bashir Saadawi,691346630.0,Stub,6891000
351,Libya,Ragab Muftah Abudabus,706348474.0,Stub,6891000
352,Libya,Muhammad Ahmad al-Mangoush,709720053.0,Stub,6891000
353,Libya,Abdul Majid al-Qa′ud,709720196.0,Stub,6891000
354,Libya,Abdul Qadir al-Badri,709766577.0,Stub,6891000
355,Libya,Muhammad Sakizli,709875829.0,Start,6891000
356,Libya,Salih Rajab al-Mismari,712510932.0,Stub,6891000
357,Libya,Miftah Muhammed K'eba,713800595.0,Stub,6891000
358,Libya,Mohamed Abulas’ad El-Alem,719653188.0,Stub,6891000
359,Libya,Mohamed Al-Muntasir,720477132.0,Stub,6891000
360,Libya,Omar Shegewi,723570860.0,Stub,6891000
361,Libya,Ali Sahli,726965047.0,Start,6891000
362,Libya,Abdulla Edriss Ebrahim,735370690.0,Stub,6891000
363,Libya,Amal Nuri Safar,738118171.0,Stub,6891000
364,Libya,Abdul Razzaq as-Sawsa,738482818.0,Stub,6891000
365,Libya,Bashir al-Rabiti,744272507.0,Start,6891000
366,Libya,Mifta al-Usta Umar,747056652.0,Stub,6891000
367,Libya,Mohammed Ali Salim,747192414.0,Stub,6891000
368,Libya,Abu Oweis,749354367.0,Stub,6891000
369,Libya,Hisham Ben Ghalbon,754815454.0,C,6891000
370,Libya,Huda Ben Amer,755305575.0,Start,6891000
371,Libya,Khaled Kaim,755320166.0,Stub,6891000
372,Libya,Salwa El-Deghali,757616983.0,Start,6891000
373,Libya,Taha El Sherif Ben Amer,761069990.0,Stub,6891000
374,Libya,Fawzi Abdel A'al,761170393.0,Stub,6891000
375,Libya,Al-Aref al-Khoga,761170861.0,Stub,6891000
376,Libya,Mansour Dhao,767690287.0,Stub,6891000
377,Libya,Mahmud al-Muntasir,768045201.0,Start,6891000
378,Libya,Hussein Maziq,768045226.0,C,6891000
379,Libya,Ibrahim Jadhran,770108339.0,Start,6891000
380,Libya,Hussein Sadiq al Musrati,772424694.0,Stub,6891000
381,Libya,Mohammed Magariaf,775296202.0,C,6891000
382,Libya,Isa Tuwaijir,778066680.0,Stub,6891000
383,Libya,Nagia Essayed,779744403.0,Stub,6891000
384,Libya,Imbarek Shamekh,781303411.0,Start,6891000
385,Libya,Ashour Suleiman Shuwail,781776934.0,Start,6891000
386,Libya,Sadiq Abdulkarim Abdulrahman,781898903.0,Start,6891000
387,Libya,Abdul Salam al-Buseiri,781990525.0,Stub,6891000
388,Libya,Umar Mustafa al-Muntasir,784805072.0,Stub,6891000
389,Libya,Yousef Mangoush,784971583.0,Stub,6891000
390,Libya,Hamdi Faraj Fanoush,785352141.0,Stub,6891000
391,Libya,Ahmad Bishti,785582155.0,Stub,6891000
392,Libya,Abu Bakr Baira,785889190.0,Start,6891000
393,Libya,Abdel Wahab Qaid,787386598.0,Start,6891000
394,Libya,Abdul Rahman Habil,787400698.0,Stub,6891000
395,Libya,Abdul Rahman Kamudi,787400763.0,Stub,6891000
396,Libya,El Waer Hakim,787658532.0,Start,6891000
397,Libya,Abdussalam Sergiwa,787914218.0,Stub,6891000
398,Libya,Abdulbari Al Arusi,788267111.0,Start,6891000
399,Libya,Ali Ashour,788275167.0,Stub,6891000
400,Libya,Hamza Abu Faris,788399266.0,Start,6891000
401,Libya,Abdullah Naker,788419128.0,Stub,6891000
402,Libya,Ali Abd-al-Aziz al-Isawi,788467016.0,Start,6891000
403,Libya,Mohamed Abu al-Qasim al-Zwai,788474662.0,Stub,6891000
404,Libya,Mustafa Rugibani,788478147.0,Stub,6891000
405,Libya,Omar al-Hassi,788491832.0,Start,6891000
406,Libya,Fariha al-Berkawi,788591692.0,Stub,6891000
407,Libya,Usama Siala,788701001.0,Start,6891000
408,Libya,Ahmed Rafiq Almhadoui,789271261.0,Stub,6891000
409,Libya,Anwar Fituri,789508170.0,Start,6891000
410,Libya,Mohamed Ben Ghalbon,794211790.0,C,6891000
411,Libya,Abdullah Senussi,794233552.0,C,6891000
412,Libya,Mustafa Abdul Jalil,794505172.0,C,6891000
413,Libya,Yousaf Borahil Al-Msmare,795842463.0,Stub,6891000
414,Libya,Ehtuish Ehtuish,795937810.0,Start,6891000
415,Libya,Ahmed Al-Abbar,796185715.0,Stub,6891000
416,Libya,Ashour Bourashed,796614256.0,Stub,6891000
417,Libya,Mohammed el-Hadhiri,796696444.0,Stub,6891000
418,Libya,Mustafa Tajouri,796703955.0,Stub,6891000
419,Libya,Abdurrahim El-Keib,796886195.0,C,6891000
420,Libya,Muhammad az-Zanati,796890077.0,Stub,6891000
421,Libya,Awad al-Baraasi,797020109.0,Stub,6891000
422,Libya,Abdullah Al-Mayhoub,797668780.0,Stub,6891000
423,Libya,Mansour Mohamed El-Kikhia,798048206.0,Stub,6891000
424,Libya,Ihab Al-Mismari,798288804.0,Stub,6891000
425,Libya,Mohamed Taha Siala,798910928.0,Start,6891000
426,Libya,Wahbi al-Bouri,798997387.0,Start,6891000
427,Libya,Abuzed Omar Dorda,798997736.0,Stub,6891000
428,Libya,Omar El-Hariri,799342493.0,Start,6891000
429,Libya,Wanis al-Qaddafi,799386887.0,Stub,6891000
430,Libya,Hasan Zaglam,799496543.0,Stub,6891000
431,Libya,Abdullah al-Thani,799690270.0,C,6891000
432,Libya,Nouri Abusahmain,799690657.0,Start,6891000
433,Libya,Abdul Majid Kubar,799802326.0,Stub,6891000
434,Libya,Aguila Saleh Issa,799804694.0,Stub,6891000
